,AAPL,MSFT,AMZN,FB,TSLA,JPM,NVDA,UNH,HD,ADBE
37914,136.758,263.6,3479.62,303.781,770.38,155.4,626.14,410.98,326.42,518.39
37915,136.883,272.93,3365.7,310.599,758.32,153.6,613.43,409.92,321.74,539.6
37916,139.983,273.5,3362.53,315.041,763.35,158.6,624.85,407.58,328.94,539.91
37917,135.1,273.18,3461.2,307.411,740.19,151.6,640.71,413.35,335.47,529.99
37918,139.093,270.26,3359.27,316.729,764.66,151.9,637.84,405.56,331.35,537.2
37919,134.477,270.71,3347.8,306.663,744.48,155.5,638.57,405.2,323.31,524.51
37920,134.489,271.79,3346.78,311.97,764.28,155.7,623.2,404.89,323.27,523.67
37921,138.434,261.82,3355.16,311.194,767.59,153.0,633.79,399.66,330.75,516.59
37922,135.743,271.55,3502.71,311.965,751.14,154.8,642.55,409.1,321.25,539.04
37923,135.888,265.85,3415.05,313.949,744.2,155.5,642.52,398.99,333.83,538.56
37924,137.764,272.07,3410.81,310.088,764.56,155.3,618.66,413.29,324.59,520.67
37925,139.363,273.01,3447.4,314.18,748.92,151.8,618.35,400.49,322.11,531.56
37926,140.523,264.47,3374.97,314.479,772.06,154.7,628.15,414.85,325.52,532.35
37927,137.987,262.42,3504.46,308.943,756.08,153.5,626.32,417.19,329.4,534.69
37928,140.068,270.4,3408.33,315.749,765.9,153.7,640.82,401.47,335.59,517.65
37929,138.275,272.65,3361.76,304.713,745.41,154.0,617.36,413.79,322.24,522.89
37930,138.142,273.03,3500.93,304.773,743.32,155.3,641.33,404.71,324.37,515.94
37931,136.236,264.88,3395.11,308.153,738.1,155.5,641.91,401.94,323.53,537.29
37932,136.164,265.49,3425.23,303.871,755.15,155.6,627.72,412.86,334.19,528.52
37933,136.664,271.52,3411.78,316.742,748.48,157.0,636.04,404.06,334.1,526.06
37934,139.964,263.03,3387.51,307.57,741.86,157.9,634.04,415.09,333.78,525.75
37935,137.875,263.45,3494.54,304.161,758.33,155.3,625.7,405.8,324.9,528.28
37936,135.733,272.59,3451.7,316.196,764.75,153.1,631.14,413.23,333.2,535.6
37937,134.447,264.01,3490.74,315.824,739.96,152.9,630.43,400.27,322.39,516.35
37938,140.326,264.43,3365.04,302.856,748.64,157.2,630.13,407.46,331.94,528.64
37939,134.775,272.26,3350.75,314.484,760.3,158.5,615.62,401.55,327.18,522.08
37940,139.004,269.97,3451.62,305.163,756.1,152.2,617.7,401.94,321.11,519.55
37941,134.713,261.71,3410.85,309.462,747.41,153.1,616.43,416.17,335.71,518.59
37942,140.57,271.2,3367.93,311.769,757.12,155.6,627.85,414.44,325.27,535.92
37943,136.216,272.48,3396.02,309.168,750.08,152.3,613.22,410.97,334.58,535.27
37944,139.336,267.82,3425.44,314.643,755.27,151.5,626.77,417.74,324.46,533.51
37945,136.742,264.5,3398.29,312.217,745.23,157.9,639.54,416.64,333.86,537.06
37946,138.962,264.71,3379.45,307.627,771.66,154.8,638.27,408.35,334.55,531.43
37947,139.7,271.33,3362.54,309.339,754.19,152.5,631.05,411.7,322.23,521.43
37948,140.78,269.01,3501.17,303.336,755.76,155.1,632.33,408.85,334.76,533.29
37949,135.113,273.94,3480.16,304.954,746.84,153.1,631.42,416.32,335.85,522.18
37950,138.896,261.21,3374.25,311.259,759.45,156.1,620.96,418.05,320.45,539.48
37951,140.913,268.84,3468.07,317.047,755.98,155.9,639.81,407.41,334.01,520.76
37952,140.962,268.76,3479.2,303.43,746.94,156.7,636.02,401.11,327.36,526.86
37953,140.764,269.97,3373.61,307.666,760.21,158.9,619.02,406.4,330.04,521.33
37954,135.096,262.4,3351.09,316.157,768.24,154.2,628.46,398.8,329.41,515.52
37955,137.966,263.34,3360.2,311.026,748.34,158.4,635.22,405.43,333.58,530.39
37956,134.447,271.58,3362.44,316.044,761.97,153.0,627.76,400.29,334.09,529.0
37957,136.311,272.54,3422.42,307.756,769.98,157.4,620.51,415.64,331.31,519.75
37958,139.216,268.97,3487.86,311.065,750.11,154.0,637.29,411.79,331.35,538.76
37959,139.865,266.659,3422.03,308.082,741.77,157.8,614.62,402.66,329.09,536.22
37960,136.816,262.702,3338.88,314.218,759.49,156.6,629.75,408.52,330.62,535.9
37961,135.031,266.767,3379.69,306.462,748.97,156.0,641.68,407.18,335.94,540.68
37962,138.978,272.703,3373.51,306.079,761.2,157.7,619.37,404.84,324.65,532.31
37963,140.437,270.158,3501.25,316.075,737.24,153.1,615.27,415.56,327.31,530.77
37964,136.538,269.342,3367.89,310.104,744.93,154.5,626.46,411.23,320.51,525.32
37965,136.063,263.78,3346.81,304.936,773.18,156.0,615.71,412.53,321.02,523.63
37966,140.443,267.67,3491.9,303.561,766.31,153.2,620.59,399.05,330.35,523.09
37967,137.007,263.7,3481.57,313.864,740.64,158.1,638.74,411.31,325.04,517.09
37968,139.753,267.96,3469.08,305.441,767.27,156.6,640.7,405.86,324.0,537.8
37969,137.273,273.32,3369.13,314.431,764.91,157.4,642.91,408.12,335.46,531.04
37970,136.088,264.26,3440.29,311.839,757.54,154.4,613.72,404.37,335.08,534.34
37971,137.419,265.07,3505.31,307.115,767.01,157.2,625.96,400.86,333.24,533.25
37972,139.75,264.87,3361.24,307.496,747.39,155.9,622.32,400.59,328.88,525.07
37973,138.055,264.81,3480.55,304.19,766.37,157.0,639.62,404.3,321.35,525.23
37974,139.611,264.4,3466.14,308.749,740.92,156.4,636.72,402.41,327.14,517.03
37975,139.208,267.71,3443.09,305.505,744.63,153.0,642.97,402.22,335.36,535.04
37976,140.068,264.41,3344.22,307.238,741.96,156.5,636.46,405.47,322.04,531.47
37977,135.106,268.88,3494.6,306.89,759.87,153.1,632.23,399.94,326.99,537.6
37978,137.183,261.66,3377.94,312.863,766.23,153.8,640.86,406.33,327.75,525.96
37979,137.264,263.96,3377.2,307.213,771.55,151.8,628.09,408.48,333.05,530.48
37980,135.425,261.27,3441.91,308.995,754.41,153.5,637.59,404.07,325.36,519.59
37981,139.733,264.99,3342.31,303.694,752.05,157.8,630.28,410.94,326.99,535.27
37982,139.6,262.77,3369.82,312.384,739.43,154.1,636.63,401.81,332.55,527.52
37983,137.345,272.4,3356.27,304.35,749.32,153.5,636.25,407.48,333.53,521.93
37984,135.212,267.71,3347.83,315.441,740.86,156.9,615.24,404.66,323.58,518.9
37985,139.108,261.38,3451.49,303.14,766.6,154.3,613.46,414.78,335.4,527.49
37986,135.782,261.09,3456.9,313.24,755.73,151.8,635.39,405.77,334.0,536.78
37987,137.737,274.04,3403.77,312.96,741.68,153.2,642.52,406.28,330.49,537.34
37988,139.112,270.16,3500.95,312.47,763.12,156.4,615.95,401.46,331.65,529.64
37989,139.86,273.33,3486.24,306.37,749.81,152.0,615.37,413.75,331.16,515.65
37990,139.331,261.14,3483.36,315.39,767.94,158.9,625.37,416.96,329.14,530.01
37991,136.206,271.15,3391.09,307.57,748.91,152.5,630.66,418.03,329.79,533.5
37992,138.397,262.32,3346.28,317.43,769.6,154.5,623.23,402.96,324.58,532.5
37993,135.348,269.5,3475.59,307.33,772.36,156.4,641.22,401.51,330.3,517.63
37994,137.847,262.63,3353.8,312.78,738.3,153.0,630.45,414.52,335.69,515.33
37995,136.981,261.55,3414.75,308.78,764.92,155.8,623.99,416.58,328.36,524.6
37996,139.02,263.0,3467.44,313.21,756.11,156.2,621.98,406.43,331.56,539.69
37997,139.863,266.42,3439.4,306.75,740.4,158.3,640.73,415.82,321.45,537.05
37998,134.713,272.74,3348.04,309.67,752.39,152.3,638.35,407.6,321.99,538.49
37999,138.769,270.31,3460.65,306.06,746.5,157.6,623.31,416.38,322.18,524.26
38000,138.449,265.09,3428.4,307.86,740.08,157.1,622.1,401.15,332.62,527.11
38001,137.452,271.9,3408.86,310.85,766.73,153.3,643.68,403.26,322.08,517.63
38002,140.05,270.72,3484.52,305.83,773.6,154.7,619.91,408.34,322.03,520.94
38003,134.782,271.65,3417.64,316.7,761.95,157.5,613.89,411.64,329.5,527.02
38004,134.622,264.38,3452.58,305.12,753.6,155.8,643.24,412.34,328.11,537.87
38005,137.661,264.4,3371.16,309.86,764.33,156.3,642.94,416.42,327.35,528.96
38006,137.438,262.96,3463.83,308.54,740.54,152.5,629.48,415.81,325.12,539.93
38007,136.502,267.88,3358.67,312.59,763.66,152.5,628.09,408.66,332.08,530.38
38008,140.295,271.33,3395.41,306.97,737.32,155.7,622.03,402.99,321.11,540.11
38009,136.467,264.65,3436.26,314.7,759.66,159.0,635.3,398.32,322.34,522.08
38010,136.656,267.44,3417.15,305.95,743.42,157.2,620.91,401.09,329.2,539.68
38011,134.772,273.69,3417.68,302.68,741.64,153.3,621.91,409.58,321.0,539.24
38012,140.771,266.0,3376.98,311.16,751.8,156.7,630.12,413.55,323.8,518.85
38013,140.41,268.53,3502.91,307.97,761.72,154.2,624.94,405.51,321.85,533.75
38014,137.75,267.4,3482.96,306.26,770.41,155.8,643.02,415.06,334.55,516.27
38015,138.23,267.02,3361.06,311.24,739.39,153.2,616.28,411.14,331.46,519.64
38016,135.17,270.55,3420.36,314.76,752.97,158.4,631.1,409.64,328.06,537.34
38017,137.19,265.46,3380.53,312.97,748.36,156.7,640.65,417.03,326.52,516.9
38018,138.87,271.03,3489.15,304.6,767.06,153.1,620.2,400.02,327.17,527.68
38019,136.8,270.39,3379.66,302.76,763.4,157.3,633.61,409.28,321.35,537.82
38020,136.53,271.83,3459.52,310.86,765.08,158.0,633.78,411.41,320.32,540.3
38021,135.38,271.5,3366.03,314.54,742.46,156.0,641.29,417.88,332.6,522.38
38022,138.11,261.13,3460.9,308.84,752.48,153.6,632.11,415.31,330.55,533.07
38023,135.49,263.84,3436.23,305.49,767.86,158.4,630.03,401.86,323.3,528.6
38024,136.93,271.53,3433.77,303.72,769.04,153.1,629.73,399.66,322.56,520.0
38025,138.6,261.08,3438.67,308.73,761.81,156.5,643.51,416.55,334.44,537.22
38026,136.83,272.32,3446.56,311.59,760.5,155.4,628.39,411.27,327.18,520.72
38027,140.75,265.78,3491.69,304.19,773.2,153.2,619.72,401.12,333.62,525.68
38028,137.61,273.24,3459.02,310.66,761.78,157.5,635.96,410.22,330.36,539.37
38029,140.11,273.39,3371.03,317.6,747.88,153.6,617.68,412.46,324.14,518.81
38030,138.0,265.6,3364.01,306.66,745.19,157.3,635.1,411.22,324.72,522.72
38031,134.42,261.64,3473.47,303.17,739.76,153.2,625.07,404.13,335.2,525.8
38032,139.64,272.56,3490.94,309.25,771.54,155.3,614.65,404.41,330.54,527.42
38033,139.81,265.62,3484.22,305.19,741.49,156.3,614.52,401.66,333.17,539.53
38034,139.52,262.31,3473.51,307.66,767.26,155.7,614.69,407.11,335.24,539.13
38035,139.75,267.73,3374.71,305.33,744.06,158.1,620.29,408.72,331.78,520.71
38036,139.42,268.54,3364.65,304.07,764.03,156.2,642.18,411.94,326.82,533.32
38037,138.56,270.72,3356.39,310.85,767.07,159.0,615.39,412.99,332.82,524.88
38038,138.45,263.16,3367.24,315.12,756.38,156.7,615.66,409.31,323.03,522.64
38039,135.97,261.62,3484.71,309.89,744.01,153.6,642.25,413.02,328.48,517.26
38040,136.79,273.86,3409.6,311.55,770.61,152.7,621.54,415.24,332.53,536.34
38041,138.36,267.3,3402.04,316.71,768.77,158.8,628.84,406.4,325.77,518.11
38042,138.79,265.47,3440.59,308.55,759.2,151.6,635.96,415.63,335.23,527.68
38043,136.46,267.63,3501.45,310.72,740.4,155.4,630.59,402.56,321.75,518.9
38044,137.69,270.46,3452.48,317.17,749.3,151.6,615.53,408.6,335.77,519.82
38045,136.69,262.57,3452.94,313.06,750.3,156.0,627.48,404.63,328.83,538.12
38046,140.05,264.74,3406.79,306.54,769.6,156.6,621.21,410.05,334.05,516.59
38047,140.22,271.38,3473.63,308.49,762.9,155.0,638.64,417.88,321.85,534.01
38048,134.69,264.52,3390.04,305.3,741.6,154.5,619.74,399.75,324.85,519.49
38049,139.38,271.15,3486.21,307.22,751.7,152.6,624.36,406.76,322.07,540.38
38050,137.43,270.04,3428.77,314.39,752.3,155.7,629.11,411.49,330.29,523.17
38051,138.19,265.17,3446.22,310.38,743.21,157.5,617.58,398.93,324.88,536.97
38052,135.71,271.3,3358.32,306.87,752.56,158.5,639.67,409.34,325.47,532.05
38053,138.98,264.77,3501.01,304.44,749.35,153.7,614.48,402.15,321.58,523.88
38054,139.27,270.87,3343.65,305.18,764.82,155.6,638.2,402.15,320.9,539.62
38055,140.78,262.16,3482.47,308.56,772.45,157.0,621.78,410.06,323.75,527.4
38056,139.75,263.28,3451.61,311.05,763.92,153.4,643.05,398.34,333.01,532.56
38057,136.51,264.5,3450.9,305.17,771.27,156.2,635.56,410.24,325.77,537.42
38058,139.91,263.54,3402.35,303.5,756.88,154.4,616.2,417.7,324.23,515.84
38059,134.89,264.31,3348.17,311.71,767.36,155.7,642.99,402.59,325.76,520.99
38060,136.17,267.26,3350.01,306.24,754.96,154.2,626.3,409.38,320.93,536.12
38061,135.66,264.82,3400.65,308.07,740.99,152.0,639.23,416.02,328.69,524.07
38062,138.37,273.59,3410.81,305.32,759.9,156.9,617.44,411.29,331.37,534.16
38063,138.11,269.83,3461.14,306.76,740.18,158.6,631.67,413.41,333.69,533.33
38064,134.52,267.34,3384.2,304.63,764.5,153.9,631.98,406.54,334.21,519.18
38065,135.14,269.77,3411.93,317.42,761.55,153.3,640.57,401.44,333.98,531.3
38066,137.71,263.14,3448.11,309.18,755.91,151.6,639.42,408.61,333.39,532.1
38067,138.94,271.93,3400.09,311.02,763.33,156.1,619.24,409.15,334.36,534.06
38068,137.81,262.08,3453.17,309.95,760.75,155.2,626.59,405.82,329.92,530.84
38069,140.91,265.19,3404.66,312.54,763.54,152.7,617.73,410.67,327.95,532.12
38070,139.64,261.33,3485.94,316.08,767.05,154.8,622.3,408.84,324.73,538.54
38071,138.74,266.59,3470.97,307.9,740.52,156.1,624.05,414.36,329.21,525.07
38072,137.03,264.88,3467.28,305.96,740.21,151.8,627.33,402.17,322.12,530.08
38073,134.81,266.31,3361.98,317.22,757.68,153.7,637.79,417.15,324.29,523.5
38074,139.56,272.56,3468.21,311.62,738.64,155.5,615.16,410.27,335.8,529.0
38075,139.43,267.23,3446.0,303.55,760.13,157.4,617.58,415.01,334.3,516.17
38076,140.72,264.06,3385.74,316.32,764.46,153.0,627.85,412.85,335.39,521.58
38077,140.2,269.61,3490.71,307.08,753.5,155.1,636.56,414.73,333.19,536.22
38078,138.26,262.48,3472.4,310.34,737.87,153.6,620.99,400.7,331.7,537.34
38079,137.05,272.89,3423.39,310.76,763.13,152.8,617.53,400.18,332.44,538.8
38080,140.43,265.9,3495.26,315.3,753.2,151.9,627.31,417.82,321.83,522.05
38081,140.66,266.05,3386.58,311.87,745.2,157.7,634.02,403.62,332.56,537.21
38082,139.22,268.13,3411.68,302.61,770.73,155.8,638.17,398.48,331.24,520.15
38083,136.85,263.33,3383.85,313.9,757.7,158.3,617.82,405.9,332.37,538.1
38084,137.14,264.08,3355.03,316.56,769.44,155.7,628.79,407.84,329.18,540.51
38085,134.9,270.463,3398.58,317.37,773.74,156.2,614.33,411.87,332.04,540.56
38086,134.82,267.947,3407.84,305.32,757.82,154.8,618.06,411.37,326.6,528.21
38087,136.84,265.629,3344.11,315.85,764.95,155.2,639.0,415.63,328.71,524.89
38088,139.84,266.713,3436.92,304.95,743.65,155.3,637.36,401.36,335.97,515.92
38089,136.97,267.638,3399.01,308.82,767.28,153.3,619.51,415.25,334.91,518.36
38090,140.17,273.846,3502.89,304.34,743.54,152.1,617.9,416.5,335.38,534.96
38091,136.24,271.224,3388.64,311.26,746.79,154.1,643.24,406.64,333.59,518.79
38092,134.74,261.084,3492.76,317.13,745.43,152.6,643.32,418.09,329.94,520.42
38093,139.62,273.451,3465.8,309.81,754.44,151.9,641.67,409.73,322.56,524.09
38094,140.23,267.64,3480.45,302.89,739.36,155.3,641.65,407.19,329.1,528.58
38095,134.36,262.39,3338.97,316.73,768.94,152.8,617.64,409.43,324.98,523.5
38096,136.74,266.44,3421.44,306.57,770.57,155.0,619.74,413.52,330.95,521.62
38097,140.41,267.21,3441.47,304.06,739.28,155.9,619.61,417.68,326.43,517.29
38098,134.51,272.79,3350.08,311.38,772.8,154.8,638.68,400.72,322.71,540.6
38099,135.62,270.89,3385.17,316.0,753.4,158.2,640.73,412.09,335.68,533.78
38100,140.38,273.58,3364.38,302.95,765.44,158.2,615.93,417.36,329.41,516.2
38101,136.59,272.53,3435.53,314.04,770.75,156.5,622.92,398.81,329.02,518.29
38102,134.45,264.86,3401.61,307.97,741.31,157.6,623.53,412.76,327.36,526.2
38103,137.93,269.29,3461.48,315.16,766.82,158.1,617.67,402.38,334.79,538.05
38104,136.72,264.3,3399.62,308.76,739.21,152.2,633.04,400.58,329.12,524.68
38105,135.82,270.74,3410.01,306.22,771.58,157.7,641.17,410.15,324.07,536.49
38106,140.66,267.86,3363.14,314.07,761.07,152.6,614.5,404.88,330.54,534.37
38107,136.84,262.64,3371.05,308.85,769.88,154.8,641.12,398.27,326.98,519.83
38108,137.68,264.38,3501.08,317.02,744.58,156.4,624.32,405.19,333.31,538.7
38109,139.78,261.47,3390.54,316.91,755.08,152.6,615.01,406.66,322.08,519.44
38110,135.118,261.97,3429.69,312.67,747.33,151.8,621.64,414.38,332.71,526.75
38111,139.825,269.86,3352.19,305.11,761.77,155.0,630.91,417.97,326.62,531.15
38112,139.265,266.47,3413.25,315.93,759.4,157.8,618.35,417.72,325.46,520.16
38113,136.947,268.97,3479.46,316.75,763.16,158.7,622.95,417.77,334.21,522.25
38114,136.511,265.37,3483.1,310.28,737.63,155.0,622.61,416.44,333.22,517.13
38115,139.396,273.18,3438.89,304.05,747.43,153.0,619.67,409.78,329.13,535.85
38116,140.251,273.63,3432.97,304.514,745.07,156.1,639.37,402.1,329.93,523.05
38117,140.832,270.81,3497.71,316.231,760.22,154.5,619.66,414.93,333.91,524.38
38118,135.045,267.72,3434.57,315.3,751.67,153.1,634.08,413.75,321.16,515.89
38119,138.116,267.54,3472.64,302.6,754.53,155.3,639.43,410.21,320.71,530.82
38120,138.795,264.71,3344.21,302.474,751.47,157.1,631.39,405.37,331.44,527.6
38121,136.774,264.9,3355.71,315.145,750.0,154.7,627.24,404.95,330.57,517.0
38122,139.848,265.01,3383.25,308.17,754.0,154.0,639.51,405.57,335.23,532.76
38123,136.735,272.69,3387.4,307.474,739.0,157.3,642.13,415.59,320.11,519.68
38124,134.638,266.3,3383.87,304.722,765.0,158.6,620.31,406.42,324.05,519.71
38125,135.898,264.0,3341.49,316.394,757.0,158.7,635.81,408.94,334.36,522.51
38126,137.82,268.23,3355.84,317.125,752.0,157.7,623.11,417.52,331.85,537.63
38127,140.526,264.55,3348.96,307.815,773.0,153.3,622.85,399.42,327.15,535.08
38128,135.744,269.96,3410.36,315.454,769.0,158.3,634.93,413.49,328.31,537.43
38129,140.4,269.98,3485.24,310.162,770.0,152.1,625.6,401.49,323.54,531.44
38130,134.7,271.48,3353.44,308.848,764.0,152.0,614.2,413.58,331.45,538.51
38131,136.2,264.79,3368.59,310.288,767.0,158.4,622.6,404.71,333.41,521.79
38132,136.0,263.28,3345.12,303.038,742.0,158.2,637.82,405.97,331.1,519.11
38133,137.9,269.23,3345.61,317.203,742.0,154.1,616.46,400.25,324.79,519.86
38134,139.5,263.64,3418.33,314.438,757.0,153.8,636.88,407.76,325.54,538.22
38135,135.2,264.74,3483.09,306.365,737.0,155.3,617.99,407.15,320.1,520.21
38136,134.92,264.97,3432.35,315.665,743.0,156.8,613.55,414.52,320.39,521.62
38137,136.61,273.35,3340.17,310.587,750.0,155.6,635.82,410.69,321.31,524.62
38138,134.75,261.58,3366.84,314.646,753.0,154.3,619.13,404.67,321.84,530.39
38139,139.95,271.64,3426.92,303.402,754.0,152.9,638.6,401.15,333.61,527.61
38140,139.7,266.05,3396.3,316.885,751.0,155.5,614.36,403.21,328.99,516.14
38141,137.46,272.46,3378.65,316.724,770.0,151.8,619.38,403.98,322.84,535.82
38142,135.48,262.62,3402.67,317.501,758.0,151.7,627.72,417.88,321.99,531.42
38143,140.49,265.62,3464.78,304.15,755.0,157.9,619.88,409.05,332.56,532.7
38144,139.421,270.36,3497.53,302.736,754.0,157.2,616.84,413.13,322.16,531.31
38145,140.784,272.55,3430.73,306.941,744.0,159.0,642.71,412.98,330.57,528.18
38146,140.813,272.21,3364.23,310.7,766.0,159.0,635.82,413.49,328.3,519.56
38147,135.821,270.58,3412.52,305.159,741.0,155.2,636.18,412.13,326.42,519.48
38148,137.509,261.34,3381.88,312.66,763.0,153.1,622.26,413.51,328.11,520.95
38149,139.532,262.78,3442.33,306.947,763.0,153.0,616.53,417.91,335.54,526.93
38150,137.91,271.83,3449.95,304.481,740.0,152.0,618.77,409.12,322.36,528.57
38151,138.926,270.78,3431.08,306.169,772.0,152.6,622.81,409.1,323.54,531.07
38152,138.669,269.23,3499.68,308.738,756.0,155.4,624.39,399.47,324.3,517.57
38153,138.652,261.89,3477.67,316.446,760.0,152.1,626.32,402.27,330.45,520.84
38154,135.04,271.33,3458.22,306.488,739.0,151.8,641.31,402.83,326.4,528.89
38155,135.333,273.48,3356.96,309.793,764.0,157.2,634.42,405.09,323.19,515.88
38156,137.855,263.65,3399.41,306.873,769.0,153.8,632.1,413.98,327.05,535.07
38157,139.973,263.25,3353.18,303.186,769.0,151.7,633.1,404.88,320.37,514.94
38158,140.733,268.29,3386.25,304.802,754.0,153.3,632.98,409.3,320.53,525.05
38159,137.587,260.96,3451.55,314.143,744.0,154.3,622.84,411.18,333.79,518.11
38160,139.049,264.21,3362.47,309.83,774.0,158.3,633.23,404.18,324.44,537.76
38161,135.659,267.98,3379.14,311.925,748.0,151.6,623.07,410.49,331.05,525.18
38162,136.39,261.93,3397.61,310.792,768.0,156.8,630.54,416.11,331.37,519.19
38163,134.298,270.87,3436.69,306.291,754.0,153.6,631.33,400.31,327.23,524.36
38164,140.218,264.49,3442.97,309.321,757.0,156.2,627.61,408.56,334.78,516.1
38165,140.991,263.82,3426.74,306.861,765.0,156.3,617.92,416.77,329.34,533.62
38166,140.343,270.84,3500.82,308.419,742.0,157.0,636.22,407.15,325.78,531.21
38167,134.309,261.59,3446.26,310.31,743.0,154.1,628.35,411.38,321.2,526.16
38168,137.183,272.13,3409.41,314.27,763.0,155.5,636.99,403.71,329.16,539.5
38169,138.668,262.73,3345.93,305.148,757.0,155.3,634.57,417.1,333.62,539.26
38170,135.306,260.98,3397.3,309.717,767.0,157.4,618.13,405.67,321.74,519.89
38171,137.974,271.68,3419.98,305.541,759.0,156.0,637.52,416.11,331.44,520.56
38172,138.633,268.18,3349.3,313.182,769.0,158.2,630.46,407.54,327.29,518.76
38173,137.571,270.29,3482.1,305.04,745.0,156.6,631.41,401.21,322.68,519.61
38174,138.902,273.27,3349.44,317.236,746.0,154.8,631.73,410.5,334.86,534.22
38175,135.419,267.05,3466.84,306.549,762.0,155.5,625.91,413.49,328.11,519.55
38176,138.908,273.71,3462.24,305.165,742.0,152.6,641.66,406.94,325.18,521.59
38177,136.139,272.14,3394.83,303.054,772.0,155.6,614.16,410.72,332.69,533.17
38178,138.98,263.14,3361.12,315.243,737.0,153.1,614.14,412.2,323.02,533.62
38179,134.993,266.47,3353.21,310.262,762.0,152.8,631.54,398.9,324.5,540.46
38180,137.357,264.57,3348.15,315.325,749.0,153.9,620.32,413.99,330.74,536.35
38181,135.742,262.73,3443.09,316.354,761.0,157.1,624.83,404.11,325.44,528.4
38182,136.189,273.62,3458.72,311.502,767.0,155.7,633.27,410.96,333.67,530.06
38183,139.985,271.98,3403.32,309.62,749.0,155.8,622.97,403.71,323.91,534.19
38184,137.719,263.06,3448.03,304.915,765.0,153.9,624.68,405.6,322.27,533.9
38185,136.325,263.12,3411.87,312.734,758.54,151.8,635.0,409.97,323.36,523.04
38186,134.545,262.37,3414.29,310.492,740.01,154.8,615.4,402.38,323.63,519.61
38187,140.46,266.72,3412.09,309.24,748.59,157.7,622.87,405.0,331.74,538.31
38188,138.72,263.25,3464.29,305.396,745.39,155.7,630.17,405.5,325.08,532.59
38189,139.35,268.12,3400.93,316.612,737.24,158.4,633.19,405.81,331.31,519.22
38190,135.15,266.68,3405.53,312.659,753.84,156.9,613.59,414.81,333.37,531.91
38191,140.1,262.35,3339.81,309.08,761.36,158.2,614.87,411.45,323.0,537.18
38192,138.08,262.32,3399.92,315.86,754.49,154.4,629.55,405.37,325.22,519.54
38193,134.33,268.47,3432.35,314.15,744.65,155.1,629.8,417.6,327.57,524.31
38194,137.88,272.07,3361.77,309.71,760.37,156.3,631.77,398.31,333.13,516.73
38195,140.92,262.45,3383.73,310.8,744.49,156.6,628.25,409.9,323.12,515.95
38196,140.66,269.11,3499.43,303.43,741.07,151.7,625.27,403.56,322.05,528.96
38197,139.94,262.6,3474.14,311.62,737.16,151.8,641.93,408.34,333.97,524.39
38198,136.71,262.08,3381.08,307.69,743.89,155.3,624.99,399.83,331.52,529.95
38199,140.3,267.63,3497.17,313.05,747.58,155.0,623.08,406.49,322.24,521.71
38200,135.63,265.09,3463.17,306.81,760.56,152.2,617.29,401.35,333.13,526.02
38201,137.95,273.19,3443.04,304.79,738.0,154.8,628.52,416.69,330.69,536.78
38202,139.1,272.7,3400.43,313.62,738.01,155.7,620.33,403.81,333.54,522.85
38203,137.75,264.91,3479.3,313.57,760.36,157.3,632.17,400.4,321.69,539.63
38204,138.15,271.45,3419.14,314.11,744.59,157.8,616.53,402.35,329.97,521.54
38205,135.57,269.09,3460.64,308.62,750.42,158.6,628.22,414.43,332.92,527.62
38206,138.99,272.13,3490.7,310.19,743.56,155.1,613.26,414.32,330.96,519.63
38207,135.85,261.63,3459.86,309.76,773.42,154.8,619.81,408.62,320.59,521.4
38208,138.37,261.69,3455.1,315.74,741.14,152.8,633.09,414.12,327.45,517.37
38209,138.09,268.34,3434.69,315.66,742.26,152.6,629.0,406.51,328.78,535.45
38210,136.96,272.11,3496.12,309.19,773.0,153.2,627.6,417.12,327.43,515.54
38211,137.88,269.31,3431.5,316.07,738.18,156.1,627.98,407.01,330.66,527.59
38212,138.72,266.68,3367.77,305.93,737.65,155.1,634.37,409.88,335.24,528.46
38213,135.49,271.63,3393.2,311.3,760.07,157.7,616.33,403.44,333.52,536.89
38214,134.52,263.92,3497.19,310.81,740.57,157.8,617.55,402.29,324.42,518.51
38215,138.37,265.01,3339.42,311.13,753.4,158.9,624.34,417.53,324.45,533.85
38216,140.06,264.95,3493.77,311.92,755.39,158.3,635.43,407.3,329.96,540.49
38217,137.84,262.58,3392.35,309.79,751.99,155.2,628.35,400.46,327.04,519.35
38218,140.24,269.98,3500.78,302.71,760.5,152.1,623.06,408.97,332.63,538.33
38219,140.45,269.64,3419.44,302.37,738.04,153.7,627.05,414.97,325.38,536.43
38220,139.57,263.82,3443.9,311.03,765.93,156.5,626.14,415.64,330.11,527.08
38221,139.58,263.63,3400.97,313.74,758.52,156.3,627.13,401.3,326.68,519.69
38222,135.31,271.38,3350.36,310.8,758.54,154.5,637.25,404.77,322.16,530.97
38223,135.76,270.04,3405.78,311.3,741.58,157.6,613.34,412.79,332.23,536.02
38224,138.24,266.54,3428.46,307.85,748.44,155.7,643.31,405.74,328.98,539.86
38225,135.07,263.23,3486.2,302.72,766.54,155.7,622.04,412.91,331.18,523.38
38226,139.73,269.2,3451.63,316.1,744.19,156.8,626.44,405.43,335.49,526.56
38227,136.32,272.83,3347.9,302.77,763.72,155.6,620.88,407.43,332.92,528.59
38228,138.56,264.82,3394.83,315.03,743.14,157.7,617.88,414.02,321.94,519.78
38229,138.43,269.63,3480.84,304.54,766.1,155.4,625.76,417.94,332.08,531.29
38230,135.23,271.3,3405.46,313.0,765.44,158.4,622.79,407.7,329.36,520.64
